Sample in Buffer,Sample in Window,TRIGGER,design_1_i/cis_vsync_1,design_1_i/cis_hsync_1,design_1_i/cis_pclk_1,design_1_i/cis_d_1[7:0],design_1_i/CIS_test_0_o_hsync_cnt[31:0],design_1_i/CIS_test_0_o_pclk_cnt[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
1427,1427,0,1,1,1,27,2290,1678536
1428,1428,0,1,1,0,27,2290,1678537
1429,1429,0,1,1,1,1e,2290,1678539
1430,1430,0,1,1,0,30,2290,1678540
1431,1431,0,1,1,1,2e,2290,1678542
1432,1432,0,1,1,0,2e,2290,1678543
1433,1433,0,1,1,1,1d,2290,1678545
1434,1434,0,1,1,0,1d,2290,1678546
1435,1435,0,1,1,1,2e,2290,1678548
1436,1436,0,1,1,0,27,2290,1678549
1437,1437,0,1,1,1,15,2290,1678551
1438,1438,0,1,1,0,1e,2290,1678552
1439,1439,0,1,1,1,25,2290,1678554
1440,1440,0,1,1,0,2c,2290,1678555
1441,1441,0,1,1,0,1e,2290,1678556
1442,1442,0,1,1,1,1d,2290,1678558
1443,1443,0,1,1,0,2e,2290,1678559
1444,1444,0,1,1,1,20,2290,1678561
1445,1445,0,1,1,0,1e,2290,1678562
1446,1446,0,1,1,1,1c,2290,1678564
1447,1447,0,1,1,0,2e,2290,1678565
1448,1448,0,1,1,1,3d,2290,1678567
1449,1449,0,1,1,0,1c,2290,1678568
1450,1450,0,1,1,1,0c,2290,1678570
1451,1451,0,1,1,0,27,2290,1678571
1452,1452,0,1,1,1,1e,2290,1678573
1453,1453,0,1,1,0,1d,2290,1678574
1454,1454,0,1,1,1,27,2290,1678576
1455,1455,0,1,1,0,25,2290,1678577
1456,1456,0,1,1,1,1f,2290,1678579
1457,1457,0,1,1,0,17,2290,1678580
1458,1458,0,1,1,1,2c,2290,1678582
1459,1459,0,1,1,0,27,2290,1678583
1460,1460,0,1,1,1,1e,2290,1678585
1461,1461,0,1,1,0,1d,2290,1678586
1462,1462,0,1,1,1,27,2290,1678588
1463,1463,0,1,1,0,2c,2290,1678589
1464,1464,0,1,1,1,1e,2290,1678591
1465,1465,0,1,1,0,1d,2290,1678592
1466,1466,0,1,1,1,2c,2290,1678594
1467,1467,0,1,1,0,2e,2290,1678595
1468,1468,0,1,1,1,30,2290,1678597
1469,1469,0,1,1,0,1f,2290,1678598
1470,1470,0,1,1,1,27,2290,1678600
1471,1471,0,1,1,0,24,2290,1678601
1472,1472,0,1,1,1,1e,2290,1678603
1473,1473,0,1,1,0,1c,2290,1678604
1474,1474,0,1,1,1,2e,2290,1678606
1475,1475,0,1,1,1,2c,2290,1678607
1476,1476,0,1,1,0,1f,2290,1678608
1477,1477,0,1,1,1,1e,2290,1678610
1478,1478,0,1,1,0,2c,2290,1678611
1479,1479,0,1,1,1,2e,2290,1678613
1480,1480,0,1,1,0,1c,2290,1678614
1481,1481,0,1,1,1,04,2290,1678616
1482,1482,0,1,1,0,2c,2290,1678617
1483,1483,0,1,1,1,14,2290,1678619
1484,1484,0,1,1,0,1d,2290,1678620
1485,1485,0,1,1,1,27,2290,1678622
1486,1486,0,1,1,0,25,2290,1678623
1487,1487,0,1,1,1,17,2290,1678625
1488,1488,0,1,1,0,1c,2290,1678626
1489,1489,0,1,1,1,25,2290,1678628
1490,1490,0,1,1,0,27,2290,1678629
1491,1491,0,1,1,1,1c,2290,1678631
1492,1492,0,1,1,0,17,2290,1678632
1493,1493,0,1,1,1,2c,2290,1678634
1494,1494,0,1,1,0,2c,2290,1678635
1495,1495,0,1,1,1,1c,2290,1678637
1496,1496,0,1,1,0,17,2290,1678638
1497,1497,0,1,1,1,25,2290,1678640
1498,1498,0,1,1,0,25,2290,1678641
1499,1499,0,1,1,1,1e,2290,1678643
1500,1500,0,1,1,0,1c,2290,1678644
1501,1501,0,1,1,1,26,2290,1678646
1502,1502,0,1,1,0,26,2290,1678647
1503,1503,0,1,1,1,1c,2290,1678649
1504,1504,0,1,1,0,14,2290,1678650
1505,1505,0,1,1,1,27,2290,1678652
1506,1506,0,1,1,0,27,2290,1678653
1507,1507,0,1,1,1,1c,2290,1678655
1508,1508,0,1,1,0,1e,2290,1678656
1509,1509,0,1,1,1,27,2290,1678657
1510,1510,0,1,1,1,24,2290,1678659
1511,1511,0,1,1,0,1e,2290,1678660
1512,1512,0,1,1,1,17,2290,1678662
1513,1513,0,1,1,0,26,2290,1678663
1514,1514,0,1,1,1,24,2290,1678665
1515,1515,0,1,1,0,17,2290,1678666
1516,1516,0,1,1,1,04,2290,1678668
1517,1517,0,1,1,0,26,2290,1678669
1518,1518,0,1,1,1,34,2290,1678671
1519,1519,0,1,1,0,17,2290,1678672
1520,1520,0,1,1,1,26,2290,1678674
1521,1521,0,1,1,0,26,2290,1678675
1522,1522,0,1,1,1,1c,2290,1678677
1523,1523,0,1,1,0,16,2290,1678678
1524,1524,0,1,1,1,27,2290,1678680
1525,1525,0,1,1,0,25,2290,1678681
1526,1526,0,1,1,1,15,2290,1678683
1527,1527,0,1,1,0,15,2290,1678684
1528,1528,0,1,1,1,26,2290,1678686
1529,1529,0,1,1,0,26,2290,1678687
1530,1530,0,1,1,1,16,2290,1678689
1531,1531,0,1,1,0,16,2290,1678690
1532,1532,0,1,1,1,2b,2290,1678692
1533,1533,0,1,1,0,2b,2290,1678693
1534,1534,0,1,1,1,16,2290,1678695
1535,1535,0,1,1,0,19,2290,1678696
1536,1536,0,1,1,1,26,2290,1678698
1537,1537,0,1,1,0,26,2290,1678699
1538,1538,0,1,1,1,1b,2290,1678701
1539,1539,0,1,1,0,1b,2290,1678702
1540,1540,0,1,1,1,24,2290,1678704
1541,1541,0,1,1,0,28,2290,1678705
1542,1542,0,1,1,1,19,2290,1678707
1543,1543,0,1,1,0,00,2290,1678708
1544,1544,0,1,1,1,24,2290,1678710
1545,1545,0,1,1,1,24,2290,1678711
1546,1546,0,1,1,0,19,2290,1678712
1547,1547,0,1,1,1,1b,2290,1678714
1548,1548,0,1,1,0,29,2290,1678715
1549,1549,0,1,1,1,28,2290,1678717
1550,1550,0,1,1,0,1a,2290,1678718
1551,1551,0,1,1,1,09,2290,1678720
1552,1552,0,1,1,0,2b,2290,1678721
1553,1553,0,1,1,1,38,2290,1678723
1554,1554,0,1,1,0,19,2290,1678724
1555,1555,0,1,1,1,2a,2290,1678726
1556,1556,0,1,1,0,29,2290,1678727
1557,1557,0,1,1,1,1a,2290,1678729
1558,1558,0,1,1,0,18,2290,1678730
1559,1559,0,1,1,1,2b,2290,1678732
1560,1560,0,1,1,0,29,2290,1678733
1561,1561,0,1,1,1,13,2290,1678735
1562,1562,0,1,1,0,19,2290,1678736
1563,1563,0,1,1,1,2a,2290,1678738
1564,1564,0,1,1,0,24,2290,1678739
1565,1565,0,1,1,1,19,2290,1678741
1566,1566,0,1,1,0,13,2290,1678742
1567,1567,0,1,1,1,29,2290,1678744
1568,1568,0,1,1,0,29,2290,1678745
1569,1569,0,1,1,1,13,2290,1678747
1570,1570,0,1,1,0,13,2290,1678748
1571,1571,0,1,1,1,28,2290,1678750
1572,1572,0,1,1,0,28,2290,1678751
1573,1573,0,1,1,1,11,2290,1678753
1574,1574,0,1,1,0,13,2290,1678754
1575,1575,0,1,1,1,28,2290,1678756
1576,1576,0,1,1,0,28,2290,1678757
1577,1577,0,1,1,1,10,2290,1678758
1578,1578,0,1,1,1,10,2290,1678760
1579,1579,0,1,1,0,2a,2290,1678761
1580,1580,0,1,1,1,2f,2290,1678763
1581,1581,0,1,1,0,12,2290,1678764
1582,1582,0,1,1,1,28,2290,1678766
1583,1583,0,1,1,0,23,2290,1678767
1584,1584,0,1,1,1,10,2290,1678769
1585,1585,0,1,1,0,2f,2290,1678770
1586,1586,0,1,1,1,23,2290,1678772
1587,1587,0,1,1,0,21,2290,1678773
1588,1588,0,1,1,1,2d,2290,1678775
1589,1589,0,1,1,0,2d,2290,1678776
1590,1590,0,1,1,1,21,2290,1678778
1591,1591,0,1,1,0,21,2290,1678779
1592,1592,0,1,1,1,2d,2290,1678781
1593,1593,0,1,1,0,2d,2290,1678782
1594,1594,0,1,1,1,21,2290,1678784
1595,1595,0,1,1,0,22,2290,1678785
1596,1596,0,1,1,1,2e,2290,1678787
1597,1597,0,1,1,0,2e,2290,1678788
1598,1598,0,1,1,1,22,2290,1678790
1599,1599,0,1,1,0,22,2290,1678791
1600,1600,0,1,1,1,2c,2290,1678793
1601,1601,0,1,1,0,2e,2290,1678794
1602,1602,0,1,1,1,21,2290,1678796
1603,1603,0,1,1,0,20,2290,1678797
1604,1604,0,1,1,1,2c,2290,1678799
1605,1605,0,1,1,0,2c,2290,1678800
1606,1606,0,1,1,1,22,2290,1678802
1607,1607,0,1,1,0,22,2290,1678803
1608,1608,0,1,1,1,27,2290,1678804
1609,1609,0,1,1,1,20,2290,1678806
1610,1610,0,1,1,1,22,2290,1678807
1611,1611,0,1,1,1,0d,2290,1678809
1612,1612,0,1,1,0,25,2290,1678810
1613,1613,0,1,1,1,20,2290,1678812
1614,1614,0,1,1,0,0d,2290,1678813
1615,1615,0,1,1,1,2b,2290,1678815
1616,1616,0,1,1,0,26,2290,1678816
1617,1617,0,1,1,1,2f,2290,1678818
1618,1618,0,1,1,0,0f,2290,1678819
1619,1619,0,1,1,1,26,2290,1678821
1620,1620,0,1,1,0,26,2290,1678822
1621,1621,0,1,1,1,0d,2290,1678824
1622,1622,0,1,1,0,0d,2290,1678825
1623,1623,0,1,1,1,2b,2290,1678827
1624,1624,0,1,1,0,2b,2290,1678828
1625,1625,0,1,1,1,0d,2290,1678830
1626,1626,0,1,1,0,0e,2290,1678831
1627,1627,0,1,1,1,26,2290,1678833
1628,1628,0,1,1,0,2b,2290,1678834
1629,1629,0,1,1,1,0d,2290,1678836
1630,1630,0,1,1,0,0e,2290,1678837
1631,1631,0,1,1,1,2a,2290,1678839
1632,1632,0,1,1,0,24,2290,1678840
1633,1633,0,1,1,1,0e,2290,1678842
1634,1634,0,1,1,0,0e,2290,1678843
1635,1635,0,1,1,1,2a,2290,1678845
1636,1636,0,1,1,0,28,2290,1678846
1637,1637,0,1,1,1,0c,2290,1678848
1638,1638,0,1,1,0,0e,2290,1678849
1639,1639,0,1,1,1,2a,2290,1678851
1640,1640,0,1,1,0,28,2290,1678852
1641,1641,0,1,1,1,07,2290,1678854
1642,1642,0,1,1,0,0f,2290,1678855
1643,1643,0,1,1,0,2a,2290,1678856
1644,1644,0,1,1,0,23,2290,1678858
1645,1645,0,1,1,0,05,2290,1678859
1646,1646,0,1,1,1,00,2290,1678861
1647,1647,0,1,1,0,28,2290,1678862
1648,1648,0,1,1,1,23,2290,1678864
1649,1649,0,1,1,0,05,2290,1678865
1650,1650,0,1,1,1,03,2290,1678867
1651,1651,0,1,1,0,23,2290,1678868
1652,1652,0,1,1,1,27,2290,1678870
1653,1653,0,1,1,0,05,2290,1678871
1654,1654,0,1,1,1,21,2290,1678873
1655,1655,0,1,1,0,21,2290,1678874
1656,1656,0,1,1,1,05,2290,1678876
1657,1657,0,1,1,0,07,2290,1678877
1658,1658,0,1,1,1,20,2290,1678879
1659,1659,0,1,1,0,22,2290,1678880
1660,1660,0,1,1,1,05,2290,1678882
1661,1661,0,1,1,0,05,2290,1678883
1662,1662,0,1,1,1,20,2290,1678885
1663,1663,0,1,1,0,20,2290,1678886
1664,1664,0,1,1,1,06,2290,1678888
1665,1665,0,1,1,0,05,2290,1678889
1666,1666,0,1,1,1,0d,2290,1678891
1667,1667,0,1,1,0,0c,2290,1678892
1668,1668,0,1,1,1,06,2290,1678894
1669,1669,0,1,1,0,06,2290,1678895
1670,1670,0,1,1,1,0d,2290,1678897
1671,1671,0,1,1,0,0d,2290,1678898
1672,1672,0,1,1,1,06,2290,1678900
1673,1673,0,1,1,0,07,2290,1678901
1674,1674,0,1,1,1,0d,2290,1678903
1675,1675,0,1,1,0,0c,2290,1678904
1676,1676,0,1,1,1,0b,2290,1678906
1677,1677,0,1,1,1,04,2290,1678907
1678,1678,0,1,1,0,07,2290,1678908
1679,1679,0,1,1,1,0f,2290,1678910
1680,1680,0,1,1,0,04,2290,1678911
1681,1681,0,1,1,1,04,2290,1678913
1682,1682,0,1,1,0,0c,2290,1678914
1683,1683,0,1,1,1,07,2290,1678916
1684,1684,0,1,1,0,0b,2290,1678917
1685,1685,0,1,1,1,04,2290,1678919
1686,1686,0,1,1,0,0c,2290,1678920
1687,1687,0,1,1,1,09,2290,1678922
1688,1688,0,1,1,0,0b,2290,1678923
1689,1689,0,1,1,1,05,2290,1678925
1690,1690,0,1,1,0,07,2290,1678926
1691,1691,0,1,1,1,09,2290,1678928
1692,1692,0,1,1,0,09,2290,1678929
1693,1693,0,1,1,1,05,2290,1678931
1694,1694,0,1,1,0,05,2290,1678932
1695,1695,0,1,1,1,09,2290,1678934
1696,1696,0,1,1,0,09,2290,1678935
1697,1697,0,1,1,1,06,2290,1678937
1698,1698,0,1,1,0,06,2290,1678938
1699,1699,0,1,1,1,09,2290,1678940
1700,1700,0,1,1,0,0a,2290,1678941
1701,1701,0,1,1,1,06,2290,1678943
1702,1702,0,1,1,0,06,2290,1678944
1703,1703,0,1,1,1,0a,2290,1678946
1704,1704,0,1,1,0,0a,2290,1678947
1705,1705,0,1,1,1,06,2290,1678949
1706,1706,0,1,1,0,06,2290,1678950
1707,1707,0,1,1,1,0a,2290,1678952
1708,1708,0,1,1,0,09,2290,1678953
1709,1709,0,1,1,1,0b,2290,1678955
1710,1710,0,1,1,1,06,2290,1678956
1711,1711,0,1,1,0,08,2290,1678957
1712,1712,0,1,1,1,09,2290,1678959
1713,1713,0,1,1,0,0b,2290,1678960
1714,1714,0,1,1,1,06,2290,1678962
1715,1715,0,1,1,0,08,2290,1678963
1716,1716,0,1,1,1,01,2290,1678965
1717,1717,0,1,1,0,09,2290,1678966
1718,1718,0,1,1,1,08,2290,1678968
1719,1719,0,1,1,0,03,2290,1678969
1720,1720,0,1,1,1,09,2290,1678971
1721,1721,0,1,1,0,0b,2290,1678972
1722,1722,0,1,1,1,08,2290,1678974
1723,1723,0,1,1,0,08,2290,1678975
1724,1724,0,1,1,1,0a,2290,1678977
1725,1725,0,1,1,0,0a,2290,1678978
1726,1726,0,1,1,1,03,2290,1678980
1727,1727,0,1,1,0,03,2290,1678981
1728,1728,0,1,1,1,0a,2290,1678983
1729,1729,0,1,1,0,0a,2290,1678984
1730,1730,0,1,1,1,01,2290,1678986
1731,1731,0,1,1,0,01,2290,1678987
1732,1732,0,1,1,1,0a,2290,1678989
1733,1733,0,1,1,0,08,2290,1678990
1734,1734,0,1,1,1,03,2290,1678992
1735,1735,0,1,1,0,01,2290,1678993
1736,1736,0,1,1,1,08,2290,1678995
1737,1737,0,1,1,0,08,2290,1678996
1738,1738,0,1,1,1,01,2290,1678998
1739,1739,0,1,1,0,03,2290,1678999
1740,1740,0,1,1,1,03,2290,1679001
1741,1741,0,1,1,0,03,2290,1679002
1742,1742,0,1,1,1,02,2290,1679004
1743,1743,0,1,1,0,01,2290,1679005
1744,1744,0,1,1,1,01,2290,1679006
1745,1745,0,1,1,0,01,2290,1679008
1746,1746,0,1,1,1,02,2290,1679009
1747,1747,0,1,1,1,01,2290,1679011
1748,1748,0,1,1,0,03,2290,1679012
1749,1749,0,1,1,1,01,2290,1679014
1750,1750,0,1,1,0,02,2290,1679015
1751,1751,0,1,1,1,01,2290,1679017
1752,1752,0,1,1,0,01,2290,1679018
1753,1753,0,1,1,1,02,2290,1679020
1754,1754,0,1,1,0,02,2290,1679021
1755,1755,0,1,1,1,01,2290,1679023
1756,1756,0,1,1,0,01,2290,1679024
1757,1757,0,1,1,1,02,2290,1679026
1758,1758,0,1,1,0,02,2290,1679027
1759,1759,0,1,1,1,01,2290,1679029
1760,1760,0,1,1,0,01,2290,1679030
1761,1761,0,1,1,1,02,2290,1679032
1762,1762,0,1,1,0,02,2290,1679033
1763,1763,0,1,1,1,02,2290,1679035
1764,1764,0,1,1,0,02,2290,1679036
1765,1765,0,1,1,1,02,2290,1679038
1766,1766,0,1,1,0,00,2290,1679039
1767,1767,0,1,1,1,02,2290,1679041
1768,1768,0,1,1,0,02,2290,1679042
1769,1769,0,1,1,1,00,2290,1679044
1770,1770,0,1,1,0,00,2290,1679045
1771,1771,0,1,1,1,02,2290,1679047
1772,1772,0,1,1,0,02,2290,1679048
1773,1773,0,1,1,1,00,2290,1679050
1774,1774,0,1,1,0,00,2290,1679051
1775,1775,0,1,1,1,02,2290,1679053
1776,1776,0,1,1,0,02,2290,1679054
1777,1777,0,1,1,1,00,2290,1679056
1778,1778,0,1,1,0,00,2290,1679057
1779,1779,0,1,1,0,00,2290,1679058
1780,1780,0,1,1,1,00,2290,1679060
1781,1781,0,1,1,0,00,2290,1679061
1782,1782,0,1,1,1,00,2290,1679063
1783,1783,0,1,1,0,00,2290,1679064
1784,1784,0,1,1,1,00,2290,1679066
1785,1785,0,1,1,0,00,2290,1679067
1786,1786,0,1,1,1,00,2290,1679069
1787,1787,0,1,1,0,02,2290,1679070
1788,1788,0,1,1,1,00,2290,1679072
1789,1789,0,1,1,0,00,2290,1679073
1790,1790,0,1,1,1,00,2290,1679075
1791,1791,0,1,1,0,00,2290,1679076
1792,1792,0,1,1,1,00,2290,1679078
1793,1793,0,1,1,0,00,2290,1679079
1794,1794,0,1,1,1,00,2290,1679081
1795,1795,0,1,1,0,00,2290,1679082
1796,1796,0,1,1,1,00,2290,1679084
1797,1797,0,1,1,0,00,2290,1679085
1798,1798,0,1,1,1,00,2290,1679087
1799,1799,0,1,1,0,00,2290,1679088
1800,1800,0,1,1,1,00,2290,1679090
1801,1801,0,1,1,0,00,2290,1679091
1802,1802,0,1,1,1,00,2290,1679093
1803,1803,0,1,1,0,00,2290,1679094
1804,1804,0,1,1,1,00,2290,1679096
1805,1805,0,1,1,0,00,2290,1679097
1806,1806,0,1,1,1,00,2290,1679099
1807,1807,0,1,1,0,00,2290,1679100
1808,1808,0,1,1,1,00,2290,1679102
1809,1809,0,1,1,0,00,2290,1679103
1810,1810,0,1,1,1,00,2290,1679105
1811,1811,0,1,1,0,00,2290,1679106
1812,1812,0,1,1,1,00,2290,1679107
1813,1813,0,1,1,1,00,2290,1679109
1814,1814,0,1,1,0,00,2290,1679110
1815,1815,0,1,1,1,00,2290,1679112
1816,1816,0,1,1,0,00,2290,1679113
1817,1817,0,1,1,1,00,2290,1679115
1818,1818,0,1,1,0,00,2290,1679116
1819,1819,0,1,1,1,00,2290,1679118
1820,1820,0,1,1,0,00,2290,1679119
1821,1821,0,1,1,1,00,2290,1679121
1822,1822,0,1,1,0,00,2290,1679122
1823,1823,0,1,1,1,00,2290,1679124
1824,1824,0,1,1,0,00,2290,1679125
1825,1825,0,1,1,1,00,2290,1679127
1826,1826,0,1,1,0,00,2290,1679128
1827,1827,0,1,1,1,00,2290,1679130
1828,1828,0,1,1,0,00,2290,1679131
1829,1829,0,1,1,1,00,2290,1679133
1830,1830,0,1,1,0,00,2290,1679134
1831,1831,0,1,1,1,00,2290,1679136
1832,1832,0,1,1,0,00,2290,1679137
1833,1833,0,1,1,1,00,2290,1679139
1834,1834,0,1,1,0,00,2290,1679140
1835,1835,0,1,1,1,00,2290,1679142
1836,1836,0,1,1,0,00,2290,1679143
1837,1837,0,1,1,1,00,2290,1679145
1838,1838,0,1,1,0,00,2290,1679146
1839,1839,0,1,1,1,00,2290,1679148
1840,1840,0,1,1,0,00,2290,1679149
1841,1841,0,1,1,1,00,2290,1679151
1842,1842,0,1,1,0,00,2290,1679152
1843,1843,0,1,1,1,00,2290,1679154
1844,1844,0,1,1,0,00,2290,1679155
1845,1845,0,1,1,1,00,2290,1679157
1846,1846,0,1,1,0,00,2290,1679158
1847,1847,0,1,1,0,00,2290,1679159
1848,1848,0,1,1,1,00,2290,1679161
1849,1849,0,1,1,0,00,2290,1679162
1850,1850,0,1,1,1,00,2290,1679164
1851,1851,0,1,1,0,00,2290,1679165
1852,1852,0,1,1,1,00,2290,1679167
1853,1853,0,1,1,0,00,2290,1679168
1854,1854,0,1,1,1,00,2290,1679170
1855,1855,0,1,1,0,00,2290,1679171
1856,1856,0,1,1,1,00,2290,1679173
1857,1857,0,1,1,0,00,2290,1679174
1858,1858,0,1,1,1,00,2290,1679176
1859,1859,0,1,1,0,00,2290,1679177
1860,1860,0,1,1,1,00,2290,1679179
1861,1861,0,1,1,0,00,2290,1679180
1862,1862,0,1,1,1,00,2290,1679182
1863,1863,0,1,1,0,00,2290,1679183
1864,1864,0,1,1,1,00,2290,1679185
1865,1865,0,1,1,0,00,2290,1679186
1866,1866,0,1,1,1,00,2290,1679188
1867,1867,0,1,1,0,00,2290,1679189
1868,1868,0,1,1,1,00,2290,1679191
1869,1869,0,1,1,0,00,2290,1679192
1870,1870,0,1,1,1,00,2290,1679194
1871,1871,0,1,1,0,00,2290,1679195
1872,1872,0,1,1,1,00,2290,1679197
1873,1873,0,1,1,0,00,2290,1679198
1874,1874,0,1,1,1,00,2290,1679200
1875,1875,0,1,1,0,00,2290,1679201
1876,1876,0,1,1,1,00,2290,1679203
1877,1877,0,1,1,0,00,2290,1679204
1878,1878,0,1,1,1,00,2290,1679206
1879,1879,0,1,1,0,00,2290,1679207
1880,1880,0,1,1,1,00,2290,1679208
1881,1881,0,1,1,1,00,2290,1679210
1882,1882,0,1,1,0,00,2290,1679211
1883,1883,0,1,1,1,00,2290,1679213
1884,1884,0,1,1,0,00,2290,1679214
1885,1885,0,1,1,1,00,2290,1679216
1886,1886,0,1,1,0,00,2290,1679217
1887,1887,0,1,1,1,00,2290,1679219
1888,1888,0,1,1,0,00,2290,1679220
1889,1889,0,1,1,1,00,2290,1679222
1890,1890,0,1,1,0,00,2290,1679223
1891,1891,0,1,1,1,00,2290,1679225
1892,1892,0,1,1,0,00,2290,1679226
1893,1893,0,1,1,1,00,2290,1679228
1894,1894,0,1,1,0,00,2290,1679229
1895,1895,0,1,1,1,00,2290,1679231
1896,1896,0,1,1,0,00,2290,1679232
1897,1897,0,1,1,1,00,2290,1679234
1898,1898,0,1,1,0,00,2290,1679235
1899,1899,0,1,1,1,00,2290,1679237
1900,1900,0,1,1,0,00,2290,1679238
1901,1901,0,1,1,1,00,2290,1679240
1902,1902,0,1,1,0,00,2290,1679241
1903,1903,0,1,1,1,00,2290,1679243
1904,1904,0,1,1,0,00,2290,1679244
1905,1905,0,1,1,1,00,2290,1679246
1906,1906,0,1,1,0,00,2290,1679247
1907,1907,0,1,1,1,00,2290,1679249
1908,1908,0,1,1,0,00,2290,1679250
1909,1909,0,1,1,1,00,2290,1679252
1910,1910,0,1,1,0,00,2290,1679253
1911,1911,0,1,1,1,00,2290,1679255
1912,1912,0,1,1,0,00,2290,1679256
1913,1913,0,1,1,1,00,2290,1679257
1914,1914,0,1,1,1,00,2290,1679259
1915,1915,0,1,1,0,00,2290,1679260
1916,1916,0,1,1,1,00,2290,1679262
1917,1917,0,1,1,0,00,2290,1679263
1918,1918,0,1,1,1,00,2290,1679265
1919,1919,0,1,1,0,00,2290,1679266
1920,1920,0,1,1,1,00,2290,1679268
1921,1921,0,1,1,0,00,2290,1679269
1922,1922,0,1,1,1,00,2290,1679271
1923,1923,0,1,1,0,00,2290,1679272
1924,1924,0,1,1,1,00,2290,1679274
1925,1925,0,1,1,0,00,2290,1679275
1926,1926,0,1,1,1,00,2290,1679277
1927,1927,0,1,1,0,00,2290,1679278
1928,1928,0,1,1,1,00,2290,1679280
1929,1929,0,1,1,0,00,2290,1679281
1930,1930,0,1,1,1,00,2290,1679283
1931,1931,0,1,1,0,00,2290,1679284
1932,1932,0,1,1,1,00,2290,1679286
1933,1933,0,1,1,0,00,2290,1679287
1934,1934,0,1,1,1,00,2290,1679289
1935,1935,0,1,1,0,00,2290,1679290
1936,1936,0,1,1,1,00,2290,1679292
1937,1937,0,1,1,0,00,2290,1679293
1938,1938,0,1,1,1,00,2290,1679295
1939,1939,0,1,1,0,00,2290,1679296
1940,1940,0,1,1,1,00,2290,1679298
1941,1941,0,1,1,0,00,2290,1679299
1942,1942,0,1,1,1,00,2290,1679301
1943,1943,0,1,1,0,00,2290,1679302
1944,1944,0,1,1,1,00,2290,1679304
1945,1945,0,1,1,0,00,2290,1679305
1946,1946,0,1,1,1,00,2290,1679307
1947,1947,0,1,1,0,00,2290,1679308
1948,1948,0,1,1,0,00,2290,1679309
1949,1949,0,1,1,1,00,2290,1679311
1950,1950,0,1,1,0,00,2290,1679312
1951,1951,0,1,1,1,00,2290,1679314
1952,1952,0,1,1,0,00,2290,1679315
1953,1953,0,1,1,1,00,2290,1679317
1954,1954,0,1,1,0,00,2290,1679318
1955,1955,0,1,1,1,00,2290,1679320
1956,1956,0,1,1,0,00,2290,1679321
1957,1957,0,1,1,1,00,2290,1679323
1958,1958,0,1,1,0,00,2290,1679324
1959,1959,0,1,1,1,00,2290,1679326
1960,1960,0,1,1,0,00,2290,1679327
1961,1961,0,1,1,1,00,2290,1679329
1962,1962,0,1,1,0,00,2290,1679330
1963,1963,0,1,1,1,00,2290,1679332
1964,1964,0,1,1,0,00,2290,1679333
1965,1965,0,1,1,1,00,2290,1679335
1966,1966,0,1,1,0,00,2290,1679336
1967,1967,0,1,1,1,00,2290,1679338
1968,1968,0,1,1,0,00,2290,1679339
1969,1969,0,1,1,1,00,2290,1679341
1970,1970,0,1,1,0,00,2290,1679342
1971,1971,0,1,1,1,00,2290,1679344
1972,1972,0,1,1,0,00,2290,1679345
1973,1973,0,1,1,1,00,2290,1679347
1974,1974,0,1,1,0,00,2290,1679348
1975,1975,0,1,1,1,00,2290,1679350
1976,1976,0,1,0,0,ff,2290,1679351
1977,1977,0,1,0,1,00,2291,1679353
1978,1978,0,1,0,0,51,2291,1679354
1979,1979,0,1,0,1,20,2291,1679352
1980,1980,0,1,0,0,20,2291,1679357
1981,1981,0,1,0,1,40,2291,1679359
1982,1982,0,1,0,1,40,2291,1679360
1983,1983,0,1,0,0,20,2291,1679361
1984,1984,0,1,0,1,20,2291,1679363
1985,1985,0,1,0,0,40,2291,1679364
1986,1986,0,1,0,1,40,2291,1679366
1987,1987,0,1,0,0,20,2291,1679367
1988,1988,0,1,0,1,20,2291,1679369
1989,1989,0,1,0,0,40,2291,1679370
1990,1990,0,1,0,1,40,2291,1679372
1991,1991,0,1,0,0,20,2291,1679373
1992,1992,0,1,0,1,20,2291,1679375
1993,1993,0,1,0,0,40,2291,1679376
1994,1994,0,1,0,1,40,2291,1679378
1995,1995,0,1,0,0,20,2291,1679379
1996,1996,0,1,0,1,40,2291,1679381
1997,1997,0,1,0,0,40,2291,1679382
1998,1998,0,1,0,1,20,2291,1679384
1999,1999,0,1,0,0,20,2291,1679385
2000,2000,0,1,0,1,40,2291,1679387
2001,2001,0,1,0,0,40,2291,1679388
2002,2002,0,1,0,1,20,2291,1679390
2003,2003,0,1,0,0,20,2291,1679391
2004,2004,0,1,0,1,40,2291,1679393
2005,2005,0,1,0,0,40,2291,1679394
2006,2006,0,1,0,1,20,2291,1679396
2007,2007,0,1,0,0,20,2291,1679397
2008,2008,0,1,0,1,40,2291,1679399
2009,2009,0,1,0,0,40,2291,1679400
2010,2010,0,1,0,1,20,2291,1679402
2011,2011,0,1,0,0,20,2291,1679403
2012,2012,0,1,0,1,40,2291,1679405
2013,2013,0,1,0,0,40,2291,1679406
2014,2014,0,1,0,1,20,2291,1679408
2015,2015,0,1,0,0,20,2291,1679409
2016,2016,0,1,0,1,40,2291,1679410
2017,2017,0,1,0,1,40,2291,1679412
2018,2018,0,1,0,0,20,2291,1679413
2019,2019,0,1,0,1,20,2291,1679415
2020,2020,0,1,0,0,40,2291,1679416
